Model,Threshold Selection,Repeat,Fold,Prevalence,Recall,Specificity,False Positive Rate,Expected TP per 1M URLs,Expected FP per 1M URLs,Expected FN per 1M URLs,Expected TN per 1M URLs,Expected Alerts per 1M URLs,Projected Precision
XGBoost — URL-Only Features,Validation-selected threshold,1,5,0.001,0.6892950391644909,0.7755102040816326,0.22448979591836737,689.2950391644908,224265.306122449,310.70496083550916,774734.693877551,224954.60116161348,0.003064151769313145
XGBoost — Full 16 Features,Default threshold,2,1,0.5,0.9844155844155844,0.20408163265306123,0.7959183673469388,492207.7922077922,397959.1836734694,7792.207792207795,102040.81632653062,890166.9758812616,0.5529387244685285
XGBoost — Full 16 Features,Default threshold,2,1,0.1,0.9844155844155844,0.20408163265306123,0.7959183673469388,98441.55844155845,716326.5306122449,1558.441558441559,183673.46938775512,814768.0890538034,0.12082156844885691
XGBoost — Full 16 Features,Default threshold,2,1,0.05,0.9844155844155844,0.20408163265306123,0.7959183673469388,49220.77922077922,756122.4489795918,779.2207792207795,193877.55102040817,805343.228200371,0.06111776631035754
XGBoost — Full 16 Features,Default threshold,2,1,0.01,0.9844155844155844,0.20408163265306123,0.7959183673469388,9844.155844155845,787959.1836734693,155.8441558441559,202040.81632653062,797803.3395176252,0.012339075755320734
XGBoost — Full 16 Features,Default threshold,2,1,0.005,0.9844155844155844,0.20408163265306123,0.7959183673469388,4922.077922077922,791938.775510204,77.92207792207795,203061.22448979592,796860.853432282,0.006176834890153385
XGBoost — Full 16 Features,Default threshold,2,1,0.001,0.9844155844155844,0.20408163265306123,0.7959183673469388,984.4155844155844,795122.4489795918,15.58441558441559,203877.55102040817,796106.8645640074,0.0012365369879767402
XGBoost — Full 16 Features,Validation-selected threshold,2,1,0.5,0.6922077922077922,0.8775510204081632,0.12244897959183676,346103.8961038961,61224.48979591838,153896.10389610392,438775.5102040816,407328.3858998145,0.8496925529492142
XGBoost — Full 16 Features,Validation-selected threshold,2,1,0.1,0.6922077922077922,0.8775510204081632,0.12244897959183676,69220.77922077922,110204.08163265308,30779.220779220785,789795.9183673469,179424.8608534323,0.3857925757419088
XGBoost — Full 16 Features,Validation-selected threshold,2,1,0.05,0.6922077922077922,0.8775510204081632,0.12244897959183676,34610.38961038961,116326.53061224493,15389.610389610392,833673.469387755,150936.92022263454,0.22930366910454178
XGBoost — Full 16 Features,Validation-selected threshold,2,1,0.01,0.6922077922077922,0.8775510204081632,0.12244897959183676,6922.077922077921,121224.48979591839,3077.922077922078,868775.5102040817,128146.56771799631,0.054016881180234816
XGBoost — Full 16 Features,Validation-selected threshold,2,1,0.005,0.6922077922077922,0.8775510204081632,0.12244897959183676,3461.0389610389607,121836.73469387757,1538.961038961039,873163.2653061224,125297.77365491653,0.0276225096430766
XGBoost — Full 16 Features,Validation-selected threshold,2,1,0.001,0.6922077922077922,0.8775510204081632,0.12244897959183676,692.2077922077922,122326.53061224493,307.7922077922078,876673.469387755,123018.73840445271,0.005626848406882519
XGBoost — URL-Only Features,Default threshold,2,1,0.5,0.9987012987012988,0.0,1.0,499350.6493506494,500000.0,649.3506493506218,0.0,999350.6493506494,0.4996751137102014
XGBoost — URL-Only Features,Default threshold,2,1,0.1,0.9987012987012988,0.0,1.0,99870.12987012988,900000.0,129.87012987012437,0.0,999870.1298701299,0.09988310170151969
XGBoost — URL-Only Features,Default threshold,2,1,0.05,0.9987012987012988,0.0,1.0,49935.06493506494,950000.0,64.93506493506219,0.0,999935.064935065,0.04993830768231704
XGBoost — URL-Only Features,Default threshold,2,1,0.01,0.9987012987012988,0.0,1.0,9987.012987012988,990000.0,12.987012987012436,0.0,999987.012987013,0.009987142690164808
XGBoost — URL-Only Features,Default threshold,2,1,0.005,0.9987012987012988,0.0,1.0,4993.506493506494,995000.0,6.493506493506218,0.0,999993.5064935065,0.00499353891908389
XGBoost — URL-Only Features,Default threshold,2,1,0.001,0.9987012987012988,0.0,1.0,998.7012987012988,999000.0,1.2987012987012436,0.0,999998.7012987013,0.0009987025957176568
XGBoost — URL-Only Features,Validation-selected threshold,2,1,0.5,0.6493506493506493,0.9591836734693877,0.04081632653061229,324675.32467532466,20408.163265306146,175324.67532467534,479591.83673469385,345083.4879406308,0.9408602150537634
XGBoost — URL-Only Features,Validation-selected threshold,2,1,0.1,0.6493506493506493,0.9591836734693877,0.04081632653061229,64935.06493506493,36734.693877551064,35064.93506493507,863265.306122449,101669.758812616,0.638686131386861
XGBoost — URL-Only Features,Validation-selected threshold,2,1,0.05,0.6493506493506493,0.9591836734693877,0.04081632653061229,32467.532467532466,38775.51020408168,17532.467532467534,911224.4897959183,71243.04267161415,0.4557291666666663
XGBoost — URL-Only Features,Validation-selected threshold,2,1,0.01,0.6493506493506493,0.9591836734693877,0.04081632653061229,6493.506493506494,40408.16326530617,3506.4935064935066,949591.8367346938,46901.66975881266,0.13844936708860747
XGBoost — URL-Only Features,Validation-selected threshold,2,1,0.005,0.6493506493506493,0.9591836734693877,0.04081632653061229,3246.753246753247,40612.24489795923,1753.2467532467533,954387.7551020408,43858.998144712474,0.07402707275803716
XGBoost — URL-Only Features,Validation-selected threshold,2,1,0.001,0.6493506493506493,0.9591836734693877,0.04081632653061229,649.3506493506493,40775.51020408168,350.64935064935065,958224.4897959183,41424.86085343233,0.015675385166606933
XGBoost — Full 16 Features,Default threshold,2,2,0.5,0.9831824062095731,0.13392857142857142,0.8660714285714286,491591.2031047865,433035.7142857143,8408.796895213454,66964.28571428571,924626.9173905009,0.5316643868557972
XGBoost — Full 16 Features,Default threshold,2,2,0.1,0.9831824062095731,0.13392857142857142,0.8660714285714286,98318.24062095731,779464.2857142858,1681.759379042691,120535.71428571428,877782.5263352431,0.11200751629385655
XGBoost — Full 16 Features,Default threshold,2,2,0.05,0.9831824062095731,0.13392857142857142,0.8660714285714286,49159.120310478655,822767.8571428572,840.8796895213455,127232.14285714286,871926.9774533358,0.056379859302047544
XGBoost — Full 16 Features,Default threshold,2,2,0.01,0.9831824062095731,0.13392857142857142,0.8660714285714286,9831.824062095731,857410.7142857143,168.1759379042691,132589.2857142857,867242.53834781,0.011336879393423678
XGBoost — Full 16 Features,Default threshold,2,2,0.005,0.9831824062095731,0.13392857142857142,0.8660714285714286,4915.912031047866,861741.0714285715,84.08796895213455,133258.92857142858,866656.9834596193,0.005672269565548266
XGBoost — Full 16 Features,Default threshold,2,2,0.001,0.9831824062095731,0.13392857142857142,0.8660714285714286,983.1824062095731,865205.3571428572,16.817593790426912,133794.64285714284,866188.5395490667,0.0011350674377675475
XGBoost — Full 16 Features,Validation-selected threshold,2,2,0.5,0.6248382923673997,0.9642857142857143,0.0357142857142857,312419.1461836999,17857.142857142848,187580.85381630014,482142.85714285716,330276.28904084273,0.9459327131566063
XGBoost — Full 16 Features,Validation-selected threshold,2,2,0.1,0.6248382923673997,0.9642857142857143,0.0357142857142857,62483.82923673998,32142.85714285713,37516.17076326002,867857.1428571428,94626.68637959711,0.6603193203456863
XGBoost — Full 16 Features,Validation-selected threshold,2,2,0.05,0.6248382923673997,0.9642857142857143,0.0357142857142857,31241.91461836999,33928.57142857141,18758.08538163001,916071.4285714286,65170.4860469414,0.47938747297153605
XGBoost — Full 16 Features,Validation-selected threshold,2,2,0.01,0.6248382923673997,0.9642857142857143,0.0357142857142857,6248.3829236739975,35357.14285714284,3751.6170763260025,954642.8571428572,41605.52578081684,0.15018156378052444
XGBoost — Full 16 Features,Validation-selected threshold,2,2,0.005,0.6248382923673997,0.9642857142857143,0.0357142857142857,3124.1914618369988,35535.71428571427,1875.8085381630012,959464.2857142857,38659.90574755127,0.08081218516770146
XGBoost — Full 16 Features,Validation-selected threshold,2,2,0.001,0.6248382923673997,0.9642857142857143,0.0357142857142857,624.8382923673997,35678.57142857141,375.16170763260027,963321.4285714286,36303.40972093881,0.0172115593871341
XGBoost — URL-Only Features,Default threshold,2,2,0.5,1.0,0.0,1.0,500000.0,500000.0,0.0,0.0,1000000.0,0.5
XGBoost — URL-Only Features,Default threshold,2,2,0.1,1.0,0.0,1.0,100000.0,900000.0,0.0,0.0,1000000.0,0.1
XGBoost — URL-Only Features,Default threshold,2,2,0.05,1.0,0.0,1.0,50000.0,950000.0,0.0,0.0,1000000.0,0.05
XGBoost — URL-Only Features,Default threshold,2,2,0.01,1.0,0.0,1.0,10000.0,990000.0,0.0,0.0,1000000.0,0.01
XGBoost — URL-Only Features,Default threshold,2,2,0.005,1.0,0.0,1.0,5000.0,995000.0,0.0,0.0,1000000.0,0.005
XGBoost — URL-Only Features,Default threshold,2,2,0.001,1.0,0.0,1.0,1000.0,999000.0,0.0,0.0,1000000.0,0.001
XGBoost — URL-Only Features,Validation-selected threshold,2,2,0.5,0.6209573091849935,0.9553571428571429,0.044642857142857095,310478.65459249675,22321.428571428547,189521.34540750325,477678.5714285715,332800.0831639253,0.9329284164859003
XGBoost — URL-Only Features,Validation-selected threshold,2,2,0.1,0.6209573091849935,0.9553571428571429,0.044642857142857095,62095.73091849935,40178.571428571384,37904.26908150065,859821.4285714286,102274.30234707074,0.6071489073352535
XGBoost — URL-Only Features,Validation-selected threshold,2,2,0.05,0.6209573091849935,0.9553571428571429,0.044642857142857095,31047.865459249675,42410.71428571424,18952.134540750325,907589.2857142858,73458.5797449639,0.42265812335390573
XGBoost — URL-Only Features,Validation-selected threshold,2,2,0.01,0.6209573091849935,0.9553571428571429,0.044642857142857095,6209.573091849935,44196.42857142852,3790.426908150065,945803.5714285715,50406.00166327845,0.1231911456364075
XGBoost — URL-Only Features,Validation-selected threshold,2,2,0.005,0.6209573091849935,0.9553571428571429,0.044642857142857095,3104.7865459249674,44419.64285714281,1895.2134540750326,950580.3571428572,47524.42940306778,0.06533032768457707
XGBoost — URL-Only Features,Validation-selected threshold,2,2,0.001,0.6209573091849935,0.9553571428571429,0.044642857142857095,620.9573091849935,44598.21428571424,379.0426908150065,954401.7857142858,45219.171594899235,0.013732169062005507
XGBoost — Full 16 Features,Default threshold,2,3,0.5,0.9910828025477707,0.22093023255813954,0.7790697674418605,495541.40127388533,389534.88372093026,4458.598726114648,110465.11627906977,885076.2849948156,0.5598855258863794
XGBoost — Full 16 Features,Default threshold,2,3,0.1,0.9910828025477707,0.22093023255813954,0.7790697674418605,99108.28025477707,701162.7906976745,891.7197452229298,198837.2093023256,800271.0709524516,0.12384338738725398
XGBoost — Full 16 Features,Default threshold,2,3,0.05,0.9910828025477707,0.22093023255813954,0.7790697674418605,49554.140127388535,740116.2790697674,445.8598726114649,209883.72093023255,789670.419197156,0.06275293960962772
XGBoost — Full 16 Features,Default threshold,2,3,0.01,0.9910828025477707,0.22093023255813954,0.7790697674418605,9910.828025477707,771279.069767442,89.17197452229297,218720.93023255814,781189.8977929197,0.012686835881363255
XGBoost — Full 16 Features,Default threshold,2,3,0.005,0.9910828025477707,0.22093023255813954,0.7790697674418605,4955.414012738854,775174.4186046512,44.585987261146485,219825.58139534885,780129.8326173901,0.006352037578300388
XGBoost — Full 16 Features,Default threshold,2,3,0.001,0.9910828025477707,0.22093023255813954,0.7790697674418605,991.0828025477707,778290.6976744187,8.917197452229297,220709.3023255814,779281.7804769664,0.0012717900345895032
XGBoost — Full 16 Features,Validation-selected threshold,2,3,0.5,0.756687898089172,0.813953488372093,0.18604651162790697,378343.94904458604,93023.25581395348,121656.05095541399,406976.74418604653,471367.2048585395,0.8026522531581926
XGBoost — Full 16 Features,Validation-selected threshold,2,3,0.1,0.756687898089172,0.813953488372093,0.18604651162790697,75668.78980891721,167441.86046511628,24331.2101910828,732558.1395348837,243110.65027403348,0.31125246764641373
XGBoost — Full 16 Features,Validation-selected threshold,2,3,0.05,0.756687898089172,0.813953488372093,0.18604651162790697,37834.394904458604,176744.18604651163,12165.6050955414,773255.8139534884,214578.58095097024,0.17631953169223125
XGBoost — Full 16 Features,Validation-selected threshold,2,3,0.01,0.756687898089172,0.813953488372093,0.18604651162790697,7566.87898089172,184186.0465116279,2433.1210191082796,805813.9534883721,191752.92549251963,0.039461609054756805
XGBoost — Full 16 Features,Validation-selected threshold,2,3,0.005,0.756687898089172,0.813953488372093,0.18604651162790697,3783.43949044586,185116.27906976745,1216.5605095541398,809883.7209302326,188899.7185602133,0.02002882544920181
XGBoost — Full 16 Features,Validation-selected threshold,2,3,0.001,0.756687898089172,0.813953488372093,0.18604651162790697,756.687898089172,185860.46511627905,243.31210191082798,813139.5348837209,186617.15301436823,0.004054760700539207
XGBoost — URL-Only Features,Default threshold,2,3,0.5,0.9987261146496815,0.0,1.0,499363.05732484075,500000.0,636.9426751592355,0.0,999363.0573248407,0.4996813256851498
XGBoost — URL-Only Features,Default threshold,2,3,0.1,0.9987261146496815,0.0,1.0,99872.61146496815,900000.0,127.38853503184711,0.0,999872.6114649682,0.09988533571155561
XGBoost — URL-Only Features,Default threshold,2,3,0.05,0.9987261146496815,0.0,1.0,49936.30573248408,950000.0,63.694267515923556,0.0,999936.3057324841,0.049939486591502644
XGBoost — URL-Only Features,Default threshold,2,3,0.01,0.9987261146496815,0.0,1.0,9987.261146496816,990000.0,12.73885350318471,0.0,999987.2611464969,0.009987388374374196
XGBoost — URL-Only Features,Default threshold,2,3,0.005,0.9987261146496815,0.0,1.0,4993.630573248408,995000.0,6.369426751592355,0.0,999993.6305732484,0.004993662380015159
XGBoost — URL-Only Features,Default threshold,2,3,0.001,0.9987261146496815,0.0,1.0,998.7261146496816,999000.0,1.273885350318471,0.0,999998.7261146497,0.0009987273869138688
XGBoost — URL-Only Features,Validation-selected threshold,2,3,0.5,0.6484076433121019,0.9418604651162791,0.05813953488372092,324203.8216560509,29069.767441860462,175796.17834394905,470930.23255813954,353273.5890979114,0.9177131596050232
XGBoost — URL-Only Features,Validation-selected threshold,2,3,0.1,0.6484076433121019,0.9418604651162791,0.05813953488372092,64840.764331210186,52325.58139534883,35159.235668789814,847674.4186046511,117166.34572655903,0.5534077548388727
XGBoost — URL-Only Features,Validation-selected threshold,2,3,0.05,0.6484076433121019,0.9418604651162791,0.05813953488372092,32420.382165605093,55232.55813953488,17579.617834394907,894767.4418604651,87652.94030513997,0.36987215777066135
XGBoost — URL-Only Features,Validation-selected threshold,2,3,0.01,0.6484076433121019,0.9418604651162791,0.05813953488372092,6484.076433121018,57558.13953488371,3515.923566878981,932441.8604651163,64042.215968004726,0.10124690932556801
XGBoost — URL-Only Features,Validation-selected threshold,2,3,0.005,0.6484076433121019,0.9418604651162791,0.05813953488372092,3242.038216560509,57848.83720930232,1757.9617834394905,937151.1627906977,61090.87542586283,0.05306910719416523
XGBoost — URL-Only Features,Validation-selected threshold,2,3,0.001,0.6484076433121019,0.9418604651162791,0.05813953488372092,648.4076433121019,58081.3953488372,351.59235668789813,940918.6046511628,58729.8029921493,0.011040521341418048
XGBoost — Full 16 Features,Default threshold,2,4,0.5,0.967741935483871,0.14285714285714285,0.8571428571428572,483870.9677419355,428571.4285714286,16129.032258064502,71428.57142857142,912442.3963133642,0.5303030303030303
XGBoost — Full 16 Features,Default threshold,2,4,0.1,0.967741935483871,0.14285714285714285,0.8571428571428572,96774.1935483871,771428.5714285715,3225.8064516129,128571.42857142857,868202.7649769586,0.11146496815286625
XGBoost — Full 16 Features,Default threshold,2,4,0.05,0.967741935483871,0.14285714285714285,0.8571428571428572,48387.09677419355,814285.7142857143,1612.90322580645,135714.2857142857,862672.8110599079,0.05608974358974359
XGBoost — Full 16 Features,Default threshold,2,4,0.01,0.967741935483871,0.14285714285714285,0.8571428571428572,9677.41935483871,848571.4285714286,322.58064516129,141428.57142857142,858248.8479262673,0.011275773195876288
XGBoost — Full 16 Features,Default threshold,2,4,0.005,0.967741935483871,0.14285714285714285,0.8571428571428572,4838.709677419355,852857.142857143,161.290322580645,142142.85714285713,857695.8525345623,0.005641521598968407
XGBoost — Full 16 Features,Default threshold,2,4,0.001,0.967741935483871,0.14285714285714285,0.8571428571428572,967.741935483871,856285.7142857143,32.258064516129004,142714.2857142857,857253.4562211982,0.0011288865952780286
XGBoost — Full 16 Features,Validation-selected threshold,2,4,0.5,0.9811827956989247,0.11764705882352941,0.8823529411764706,490591.3978494624,441176.4705882353,9408.602150537627,58823.529411764706,931767.8684376976,0.5265167585914299
XGBoost — Full 16 Features,Validation-selected threshold,2,4,0.1,0.9811827956989247,0.11764705882352941,0.8823529411764706,98118.27956989247,794117.6470588235,1881.7204301075253,105882.35294117648,892235.9266287159,0.10996898537882145
XGBoost — Full 16 Features,Validation-selected threshold,2,4,0.05,0.9811827956989247,0.11764705882352941,0.8823529411764706,49059.13978494624,838235.294117647,940.8602150537627,111764.70588235294,887294.4339025932,0.05529071062597461
XGBoost — Full 16 Features,Validation-selected threshold,2,4,0.01,0.9811827956989247,0.11764705882352941,0.8823529411764706,9811.827956989247,873529.4117647059,188.17204301075253,116470.58823529411,883341.2397216952,0.011107630342358468
XGBoost — Full 16 Features,Validation-selected threshold,2,4,0.005,0.9811827956989247,0.11764705882352941,0.8823529411764706,4905.913978494624,877941.1764705882,94.08602150537627,117058.82352941176,882847.0904490828,0.005556923765812158
XGBoost — Full 16 Features,Validation-selected threshold,2,4,0.001,0.9811827956989247,0.11764705882352941,0.8823529411764706,981.1827956989248,881470.5882352941,18.81720430107525,117529.41176470587,882451.771030993,0.0011118826296337776
XGBoost — URL-Only Features,Default threshold,2,4,0.5,0.9946236559139785,0.008403361344537815,0.9915966386554622,497311.82795698923,495798.3193277311,2688.1720430107503,4201.680672268907,993110.1472847203,0.5007620044128017
XGBoost — URL-Only Features,Default threshold,2,4,0.1,0.9946236559139785,0.008403361344537815,0.9915966386554622,99462.36559139784,892436.974789916,537.6344086021501,7563.0252100840335,991899.3403813138,0.10027465645169371
XGBoost — URL-Only Features,Default threshold,2,4,0.05,0.9946236559139785,0.008403361344537815,0.9915966386554622,49731.18279569892,942016.8067226891,268.81720430107504,7983.193277310924,991747.9895183879,0.05014497969373182
XGBoost — URL-Only Features,Default threshold,2,4,0.01,0.9946236559139785,0.008403361344537815,0.9915966386554622,9946.236559139785,981680.6722689075,53.763440860215006,8319.327731092437,991626.9088280473,0.010030220509944338
XGBoost — URL-Only Features,Default threshold,2,4,0.005,0.9946236559139785,0.008403361344537815,0.9915966386554622,4973.118279569892,986638.6554621849,26.881720430107503,8361.344537815126,991611.7737417548,0.005015186801185602
XGBoost — URL-Only Features,Default threshold,2,4,0.001,0.9946236559139785,0.008403361344537815,0.9915966386554622,994.6236559139785,990605.0420168068,5.376344086021501,8394.957983193277,991599.6656727208,0.001003049607967754
XGBoost — URL-Only Features,Validation-selected threshold,2,4,0.5,0.7446236559139785,0.7815126050420168,0.2184873949579832,372311.82795698923,109243.6974789916,127688.17204301075,390756.3025210084,481555.5254359808,0.7731441304092882
XGBoost — URL-Only Features,Validation-selected threshold,2,4,0.1,0.7446236559139785,0.7815126050420168,0.2184873949579832,74462.36559139784,196638.65546218486,25537.63440860215,703361.3445378151,271101.0210535827,0.2746664889051837
XGBoost — URL-Only Features,Validation-selected threshold,2,4,0.05,0.7446236559139785,0.7815126050420168,0.2184873949579832,37231.18279569892,207563.02521008404,12768.817204301075,742436.974789916,244794.20800578297,0.1520917635225233
XGBoost — URL-Only Features,Validation-selected threshold,2,4,0.01,0.7446236559139785,0.7815126050420168,0.2184873949579832,7446.236559139785,216302.52100840336,2553.763440860215,773697.4789915966,223748.75756754316,0.03327945433123572
XGBoost — URL-Only Features,Validation-selected threshold,2,4,0.005,0.7446236559139785,0.7815126050420168,0.2184873949579832,3723.1182795698924,217394.95798319328,1276.8817204301074,777605.0420168068,221118.07626276318,0.016837692976062104
XGBoost — URL-Only Features,Validation-selected threshold,2,4,0.001,0.7446236559139785,0.7815126050420168,0.2184873949579832,744.6236559139785,218268.90756302522,255.3763440860215,780731.0924369748,219013.5312189392,0.0033998979504586296
XGBoost — Full 16 Features,Default threshold,2,5,0.5,0.9922380336351876,0.23684210526315788,0.7631578947368421,496119.0168175938,381578.94736842107,3880.9831824062057,118421.05263157895,877697.9641860148,0.5652502763609565
XGBoost — Full 16 Features,Default threshold,2,5,0.1,0.9922380336351876,0.23684210526315788,0.7631578947368421,99223.80336351876,686842.105263158,776.1966364812412,213157.8947368421,786065.9086266768,0.12622835092399706
XGBoost — Full 16 Features,Default threshold,2,5,0.05,0.9922380336351876,0.23684210526315788,0.7631578947368421,49611.90168175938,725000.0,388.0983182406206,225000.0,774611.9016817594,0.06404743016993028
XGBoost — Full 16 Features,Default threshold,2,5,0.01,0.9922380336351876,0.23684210526315788,0.7631578947368421,9922.380336351876,755526.3157894737,77.61966364812412,234473.6842105263,765448.6961258256,0.012962828712847948
XGBoost — Full 16 Features,Default threshold,2,5,0.005,0.9922380336351876,0.23684210526315788,0.7631578947368421,4961.190168175938,759342.105263158,38.80983182406206,235657.89473684208,764303.295431334,0.006491127537761164
XGBoost — Full 16 Features,Default threshold,2,5,0.001,0.9922380336351876,0.23684210526315788,0.7631578947368421,992.2380336351875,762394.7368421053,7.7619663648124115,236605.26315789472,763386.9748757405,0.0012997838138339968
XGBoost — Full 16 Features,Validation-selected threshold,2,5,0.5,0.7464424320827943,0.7894736842105263,0.21052631578947367,373221.2160413971,105263.15789473684,126778.78395860287,394736.84210526315,478484.373936134,0.7800071149057275
XGBoost — Full 16 Features,Validation-selected threshold,2,5,0.1,0.7464424320827943,0.7894736842105263,0.21052631578947367,74644.24320827943,189473.6842105263,25355.756791720574,710526.3157894737,264117.9274188057,0.2826171019050811
XGBoost — Full 16 Features,Validation-selected threshold,2,5,0.05,0.7464424320827943,0.7894736842105263,0.21052631578947367,37322.12160413971,200000.0,12677.878395860287,750000.0,237322.1216041397,0.15726355955301172
XGBoost — Full 16 Features,Validation-selected threshold,2,5,0.01,0.7464424320827943,0.7894736842105263,0.21052631578947367,7464.424320827942,208421.05263157893,2535.5756791720573,781578.947368421,215885.47695240687,0.0345758520962182
XGBoost — Full 16 Features,Validation-selected threshold,2,5,0.005,0.7464424320827943,0.7894736842105263,0.21052631578947367,3732.212160413971,209473.6842105263,1267.7878395860287,785526.3157894737,213205.89637094026,0.017505201422387432
XGBoost — Full 16 Features,Validation-selected threshold,2,5,0.001,0.7464424320827943,0.7894736842105263,0.21052631578947367,746.4424320827943,210315.78947368418,253.55756791720574,788684.2105263158,211062.23190576697,0.0035365987810460505
XGBoost — URL-Only Features,Default threshold,2,5,0.5,0.9974126778783958,0.008771929824561403,0.9912280701754386,498706.3389391979,495614.03508771927,1293.6610608020871,4385.964912280701,994320.3740269172,0.5015549836512728
XGBoost — URL-Only Features,Default threshold,2,5,0.1,0.9974126778783958,0.008771929824561403,0.9912280701754386,99741.26778783958,892105.2631578947,258.7322121604174,7894.736842105262,991846.5309457344,0.10056119034134788
XGBoost — URL-Only Features,Default threshold,2,5,0.05,0.9974126778783958,0.008771929824561403,0.9912280701754386,49870.63389391979,941666.6666666666,129.3661060802087,8333.333333333332,991537.3005605864,0.050296276162000546
XGBoost — URL-Only Features,Default threshold,2,5,0.01,0.9974126778783958,0.008771929824561403,0.9912280701754386,9974.126778783959,981315.7894736842,25.873221216041742,8684.210526315788,991289.9162524681,0.010061765599806307
XGBoost — URL-Only Features,Default threshold,2,5,0.005,0.9974126778783958,0.008771929824561403,0.9912280701754386,4987.063389391979,986271.9298245613,12.936610608020871,8728.070175438595,991258.9932139533,0.005031039741916946
XGBoost — URL-Only Features,Default threshold,2,5,0.001,0.9974126778783958,0.008771929824561403,0.9912280701754386,997.4126778783958,990236.8421052631,2.587322121604174,8763.157894736842,991234.2547831415,0.0010062330605156557
XGBoost — URL-Only Features,Validation-selected threshold,2,5,0.5,0.6520051746442432,0.9649122807017544,0.03508771929824561,326002.5873221216,17543.859649122805,173997.41267787837,482456.1403508772,343546.4469712444,0.9489330778886172
XGBoost — URL-Only Features,Validation-selected threshold,2,5,0.1,0.6520051746442432,0.9649122807017544,0.03508771929824561,65200.51746442432,31578.94736842105,34799.48253557568,868421.052631579,96779.46483284538,0.6737019839594766
XGBoost — URL-Only Features,Validation-selected threshold,2,5,0.05,0.6520051746442432,0.9649122807017544,0.03508771929824561,32600.25873221216,33333.33333333333,17399.74126778784,916666.6666666666,65933.5920655455,0.4944408109875736
XGBoost — URL-Only Features,Validation-selected threshold,2,5,0.01,0.6520051746442432,0.9649122807017544,0.03508771929824561,6520.051746442432,34736.84210526315,3479.9482535575676,955263.1578947369,41256.89385170559,0.15803544905436182
XGBoost — URL-Only Features,Validation-selected threshold,2,5,0.005,0.6520051746442432,0.9649122807017544,0.03508771929824561,3260.025873221216,34912.28070175438,1739.9741267787838,960087.7192982456,38172.3065749756,0.08540290503059023
